eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
uz-ru-0746,flores_devtest,746,uz,ru,"Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan.","Область Чако служила домом для разных групп местных племен, например для Гуайкуру и Паягуа, они выживали при помощи охоты, собирательства и рыбалки."
uz-ru-0761,flores_devtest,761,uz,ru,"Qish chalg'itadigan sovuq bo'lishi mumkin: haroratlar kamdan-ham hollarda muzlash nuqtasidan pastga tushadi, biroq shamol va namlik birlashgan holda termometr ko'rsatganiga qaraganda sovuqroqdek tuyulishi mumkin.","Зима может быть обманчиво холодной: температура редко опускается ниже нуля, но сочетание ветра и влажности воздуха создает ощущение более холодной погоды в сравнении с тем, что показывает термометр."
uz-ru-0768,flores_devtest,768,uz,ru,Apia Samoaning poytaxtidir. Shahar Upolu orolida va 40 000 nafardan kamroq aholiga ega.,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.
uz-ru-0771,flores_devtest,771,uz,ru,Bitta Britaniya kreyseridan boshqa barcha kemalar cho'ktirilgan edi. 200 ga yaqin amerikalik va nemis halok bo'lgan.,"Все корабли затонули, за исключением одного британского крейсера. Погибли около 200 американских и немецких моряков."
uz-ru-0787,flores_devtest,787,uz,ru,"Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir.","Гребнистые крокодилы не ведут активную жизнь в океане, а их основная среда обитания — эстуарии рек к северу от Рокгемптона."
uz-ru-0814,flores_devtest,814,uz,ru,"Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.","Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация."
uz-ru-0823,flores_devtest,823,uz,ru,Sayyohlar o'z mintaqalarida noma'lum bo'lgan hayvon parazitlariga duch kelishlari mumkin.,"Путешественники могут встретиться с животными-вредителями, которых они не видели в своих родных краях."
uz-ru-0827,flores_devtest,827,uz,ru,"Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin.","Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак."
uz-ru-0831,flores_devtest,831,uz,ru,"Qizig'i shuki, bu yerda mobil telefon xizmati, boshqa ko'p yo'nalishlarga qaraganda, masalan, Pensilvaniya Uayldzdan ko'ra ancha kuchliroq.","Однако, как ни странно, мобильная телефонная связь здесь намного лучше, чем на многих других участках маршрута, например в Пенсильвании Уайлдс."
uz-ru-0857,flores_devtest,857,uz,ru,"Yevropa nisbatan kichik, biroq ko'plab mustaqil davlatlarga ega bo'lgan qit'adir. Odatiy sharoitlarda bir nechta mamlakatlar bo'ylab sayohat qilish bir necha marta vizaga ariza topshirish va pasport nazoratidan o'tish kerakligini anglatadi.","Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля."
uz-ru-0885,flores_devtest,885,uz,ru,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.,Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.
uz-ru-0902,flores_devtest,902,uz,ru,Sahnalar piramidalar ustida namoyish etildi va turli xil piramidalar yoritildi.,"Сцены показывают на пирамидах, и разные пирамиды освещаются."
uz-ru-0913,flores_devtest,913,uz,ru,Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться."
uz-ru-0950,flores_devtest,950,uz,ru,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.
uz-ru-0978,flores_devtest,978,uz,ru,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.,В персидском языке относительно лёгкая и в основном закономерная грамматика.
uz-ru-0994,flores_devtest,994,uz,ru,Ichki suv yo'llari ta'til uchun yaxshi mavzu bo'lishi mumkin.,Внутренние водные пути могут стать хорошей темой для проведения какого-либо праздника.
uz-zh-0063,flores_devtest,63,uz,zh,"Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar.",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。
uz-zh-0068,flores_devtest,68,uz,zh,"AQSH Prezidenti Jorj V. Bush, Osiyo bo'ylab bir haftalik sayohatini boshlab, 16-noyabr kuni tongda Singapurga yetib keldi.",美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。
uz-zh-0083,flores_devtest,83,uz,zh,"Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan.",“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。
uz-zh-0085,flores_devtest,85,uz,zh,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。
uz-zh-0091,flores_devtest,91,uz,zh,"Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi.",科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。
uz-zh-0125,flores_devtest,125,uz,zh,"Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi.",一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”
uz-zh-0165,flores_devtest,165,uz,zh,1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.,自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。
uz-zh-0179,flores_devtest,179,uz,zh,"Bu ikki hafta avval sovrin yutgan ""All Blacks"" jamoasi uchun oxirgi o'yin edi.",全黑队在两周前已经赢得了奖杯，而这场比赛是他们打的最后一场。
uz-zh-0195,flores_devtest,195,uz,zh,Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.,这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。
uz-zh-0225,flores_devtest,225,uz,zh,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。
